gender,index_type,age_months,sd_n3,sd_n2,sd_n1,median,sd_p1,sd_p2,sd_p3
L,IMT_U,163,14.1,15.2,16.7,18.7,21.4,25.4,32.6
L,IMT_U,164,14.1,15.3,16.8,18.7,21.5,25.5,32.7
L,IMT_U,165,14.1,15.3,16.8,18.8,21.5,25.6,32.8
L,IMT_U,166,14.2,15.4,16.9,18.9,21.6,25.7,32.9
L,IMT_U,167,14.2,15.4,17.0,18.9,21.7,25.8,33.0
L,IMT_U,168,14.3,15.5,17.0,19.0,21.8,25.9,33.1
L,IMT_U,169,14.3,15.5,17.1,19.1,21.8,26.0,33.2
L,IMT_U,170,14.3,15.6,17.1,19.1,21.9,26.1,33.3
L,IMT_U,171,14.4,15.6,17.2,19.2,22.0,26.2,33.4
L,IMT_U,172,14.4,15.7,17.2,19.3,22.1,26.3,33.5
L,IMT_U,173,14.5,15.7,17.3,19.3,22.2,26.4,33.5
L,IMT_U,174,14.5,15.7,17.3,19.4,22.2,26.5,33.6
L,IMT_U,175,14.5,15.8,17.4,19.5,22.3,26.5,33.7
L,IMT_U,176,14.6,15.8,17.4,19.5,22.4,26.6,33.8
L,IMT_U,177,14.6,15.9,17.5,19.6,22.5,26.7,33.9
L,IMT_U,178,14.6,15.9,17.5,19.6,22.5,26.8,33.9
L,IMT_U,179,14.7,16.0,17.6,19.7,22.6,26.9,34.0
L,IMT_U,180,14.7,16.0,17.6,19.8,22.7,27.0,34.1
L,IMT_U,181,14.7,16.1,17.7,19.8,22.8,27.1,34.1
L,IMT_U,182,14.8,16.1,17.8,19.9,22.8,27.1,34.2
L,IMT_U,183,14.8,16.1,17.8,20.0,22.9,27.2,34.3
L,IMT_U,184,14.8,16.2,17.9,20.0,23.0,27.3,34.3
L,IMT_U,185,14.9,16.2,17.9,20.1,23.0,27.4,34.4
L,IMT_U,186,14.9,16.3,18.0,20.1,23.1,27.4,34.5
L,IMT_U,187,15.0,16.3,18.0,20.2,23.2,27.5,34.5
L,IMT_U,188,15.0,16.3,18.1,20.3,23.3,27.6,34.6
L,IMT_U,189,15.0,16.4,18.1,20.3,23.3,27.7,34.6
L,IMT_U,190,15.0,16.4,18.2,20.4,23.4,27.7,34.7
L,IMT_U,191,15.1,16.5,18.2,20.4,23.5,27.8,34.7
L,IMT_U,192,15.1,16.5,18.2,20.5,23.5,27.9,34.8
L,IMT_U,193,15.1,16.5,18.3,20.6,23.6,27.9,34.8
L,IMT_U,194,15.2,16.6,18.3,20.6,23.7,28.0,34.8
L,IMT_U,195,15.2,16.6,18.4,20.7,23.7,28.1,34.9
L,IMT_U,196,15.2,16.7,18.4,20.7,23.8,28.1,34.9
L,IMT_U,197,15.3,16.7,18.5,20.8,23.8,28.2,35.0
L,IMT_U,198,15.3,16.7,18.5,20.8,23.9,28.3,35.0
L,IMT_U,199,15.3,16.8,18.6,20.9,24.0,28.3,35.0
L,IMT_U,200,15.3,16.8,18.6,20.9,24.0,28.4,35.1
L,IMT_U,201,15.4,16.8,18.7,21.0,24.1,28.5,35.1
L,IMT_U,202,15.4,16.9,18.7,21.0,24.2,28.5,35.1
L,IMT_U,203,15.4,16.9,18.7,21.1,24.2,28.6,35.2
L,IMT_U,204,15.4,16.9,18.8,21.1,24.3,28.6,35.2
L,IMT_U,205,15.5,17.0,18.8,21.2,24.3,28.7,35.2
L,IMT_U,206,15.5,17.0,18.9,21.2,24.4,28.7,35.2
L,IMT_U,207,15.5,17.0,18.9,21.3,24.4,28.8,35.3
L,IMT_U,208,15.5,17.1,18.9,21.3,24.5,28.9,35.3
L,IMT_U,209,15.6,17.1,19.0,21.4,24.5,28.9,35.3
L,IMT_U,210,15.6,17.1,19.0,21.4,24.6,29.0,35.3
L,IMT_U,211,15.6,17.1,19.1,21.5,24.7,29.0,35.4
L,IMT_U,212,15.6,17.2,19.1,21.5,24.7,29.1,35.4
L,IMT_U,213,15.6,17.2,19.1,21.6,24.8,29.1,35.4
L,IMT_U,214,15.7,17.2,19.2,21.6,24.8,29.2,35.4
L,IMT_U,215,15.7,17.3,19.2,21.7,24.9,29.2,35.4
L,IMT_U,216,15.7,17.3,19.2,21.7,24.9,29.2,35.4
L,IMT_U,217,15.7,17.3,19.3,21.8,25.0,29.3,35.4
L,IMT_U,218,15.7,17.3,19.3,21.8,25.0,29.3,35.5
L,IMT_U,219,15.7,17.4,19.3,21.8,25.1,29.4,35.5
L,IMT_U,220,15.8,17.4,19.4,21.9,25.1,29.4,35.5
L,IMT_U,221,15.8,17.4,19.4,21.9,25.1,29.5,35.5
L,IMT_U,222,15.8,17.4,19.4,22.0,25.2,29.5,35.5
L,IMT_U,223,15.8,17.5,19.5,22.0,25.2,29.5,35.5
L,IMT_U,224,15.8,17.5,19.5,22.0,25.3,29.6,35.5
L,IMT_U,225,15.8,17.5,19.5,22.1,25.3,29.6,35.5
L,IMT_U,226,15.8,17.5,19.6,22.1,25.4,29.6,35.5
L,IMT_U,227,15.8,17.5,19.6,22.2,25.4,29.7,35.5
L,IMT_U,228,15.9,17.6,19.6,22.2,25.4,29.7,35.5

P,IMT_U,61,11.8,12.7,13.9,15.2,16.9,18.9,21.3
P,IMT_U,62,11.8,12.7,13.9,15.2,16.9,18.9,21.4
P,IMT_U,63,11.8,12.7,13.9,15.2,16.9,18.9,21.5
P,IMT_U,64,11.8,12.7,13.9,15.2,16.9,18.9,21.5
P,IMT_U,65,11.7,12.7,13.9,15.2,16.9,19.0,21.6
P,IMT_U,66,11.7,12.7,13.9,15.2,16.9,19.0,21.7
P,IMT_U,67,11.7,12.7,13.9,15.2,16.9,19.0,21.7
P,IMT_U,68,11.7,12.7,13.9,15.3,17.0,19.1,21.8
P,IMT_U,69,11.7,12.7,13.9,15.3,17.0,19.1,21.9
P,IMT_U,70,11.7,12.7,13.9,15.3,17.0,19.1,22.0
P,IMT_U,71,11.7,12.7,13.9,15.3,17.0,19.2,22.1
P,IMT_U,72,11.7,12.7,13.9,15.3,17.0,19.2,22.1
P,IMT_U,73,11.7,12.7,13.9,15.3,17.0,19.3,22.2
P,IMT_U,74,11.7,12.7,13.9,15.3,17.0,19.3,22.3
P,IMT_U,75,11.7,12.7,13.9,15.3,17.1,19.3,22.4
P,IMT_U,76,11.7,12.7,13.9,15.3,17.1,19.4,22.5
P,IMT_U,77,11.7,12.7,13.9,15.3,17.1,19.4,22.6
P,IMT_U,78,11.7,12.7,13.9,15.3,17.1,19.5,22.7
P,IMT_U,79,11.7,12.7,13.9,15.3,17.2,19.5,22.8
P,IMT_U,80,11.7,12.7,13.9,15.3,17.2,19.6,22.9
P,IMT_U,81,11.7,12.7,13.9,15.4,17.2,19.6,23.0
P,IMT_U,82,11.7,12.7,13.9,15.4,17.2,19.7,23.1
P,IMT_U,83,11.7,12.7,13.9,15.4,17.3,19.7,23.2
P,IMT_U,84,11.8,12.7,13.9,15.4,17.3,19.8,23.3
P,IMT_U,85,11.8,12.7,13.9,15.4,17.3,19.8,23.4
P,IMT_U,86,11.8,12.8,14.0,15.4,17.4,19.9,23.5
P,IMT_U,87,11.8,12.8,14.0,15.5,17.4,20.0,23.6
P,IMT_U,88,11.8,12.8,14.0,15.5,17.4,20.0,23.7
P,IMT_U,89,11.8,12.8,14.0,15.5,17.5,20.1,23.9
P,IMT_U,90,11.8,12.8,14.0,15.5,17.5,20.1,24.0
P,IMT_U,91,11.8,12.8,14.0,15.5,17.5,20.2,24.1
P,IMT_U,92,11.8,12.8,14.0,15.6,17.6,20.3,24.2
P,IMT_U,93,11.8,12.8,14.1,15.6,17.6,20.3,24.4
P,IMT_U,94,11.9,12.9,14.1,15.6,17.6,20.4,24.5
P,IMT_U,95,11.9,12.9,14.1,15.7,17.7,20.5,24.6
P,IMT_U,96,11.9,12.9,14.1,15.7,17.7,20.6,24.8
P,IMT_U,97,11.9,12.9,14.1,15.7,17.8,20.6,24.9
P,IMT_U,98,11.9,12.9,14.2,15.7,17.8,20.7,25.1
P,IMT_U,99,11.9,12.9,14.2,15.8,17.9,20.8,25.2
P,IMT_U,100,11.9,13.0,14.2,15.8,17.9,20.9,25.3
P,IMT_U,101,12.0,13.0,14.2,15.8,18.0,20.9,25.5
P,IMT_U,102,12.0,13.0,14.3,15.9,18.0,21.0,25.6
P,IMT_U,103,12.0,13.0,14.3,15.9,18.1,21.1,25.8
P,IMT_U,104,12.0,13.0,14.3,15.9,18.1,21.2,25.9
P,IMT_U,105,12.0,13.1,14.3,16.0,18.2,21.3,26.1
P,IMT_U,106,12.1,13.1,14.4,16.0,18.2,21.3,26.2
P,IMT_U,107,12.1,13.1,14.4,16.1,18.3,21.4,26.4
P,IMT_U,108,12.1,13.1,14.4,16.1,18.3,21.5,26.5
P,IMT_U,109,12.1,13.2,14.5,16.1,18.4,21.6,26.7
P,IMT_U,110,12.1,13.2,14.5,16.2,18.4,21.7,26.8
P,IMT_U,111,12.2,13.2,14.5,16.2,18.5,21.8,27.0
P,IMT_U,112,12.2,13.2,14.6,16.3,18.6,21.9,27.2
P,IMT_U,113,12.2,13.3,14.6,16.3,18.6,21.9,27.3
P,IMT_U,114,12.2,13.3,14.6,16.3,18.7,22.0,27.5
P,IMT_U,115,12.3,13.3,14.7,16.4,18.7,22.1,27.6
P,IMT_U,116,12.3,13.4,14.7,16.4,18.8,22.2,27.8
P,IMT_U,117,12.3,13.4,14.7,16.5,18.8,22.3,27.9
P,IMT_U,118,12.3,13.4,14.8,16.5,18.9,22.4,28.1
P,IMT_U,119,12.4,13.4,14.8,16.6,19.0,22.5,28.2
P,IMT_U,120,12.4,13.5,14.8,16.6,19.0,22.6,28.4
P,IMT_U,121,12.4,13.5,14.9,16.7,19.1,22.7,28.5
P,IMT_U,122,12.4,13.5,14.9,16.7,19.2,22.8,28.7
P,IMT_U,123,12.5,13.6,15.0,16.8,19.2,22.8,28.8
P,IMT_U,124,12.5,13.6,15.0,16.8,19.3,22.9,29.0
P,IMT_U,125,12.5,13.6,15.0,16.9,19.4,23.0,29.1
P,IMT_U,126,12.5,13.7,15.1,16.9,19.4,23.1,29.3
P,IMT_U,127,12.6,13.7,15.1,17.0,19.5,23.2,29.4
P,IMT_U,128,12.6,13.7,15.2,17.0,19.6,23.3,29.6
P,IMT_U,129,12.6,13.8,15.2,17.1,19.6,23.4,29.7
P,IMT_U,130,12.7,13.8,15.3,17.1,19.7,23.5,29.9
P,IMT_U,131,12.7,13.8,15.3,17.2,19.8,23.6,30.0
P,IMT_U,132,12.7,13.9,15.3,17.2,19.9,23.7,30.2
P,IMT_U,133,12.8,13.9,15.4,17.3,19.9,23.8,30.3
P,IMT_U,134,12.8,14.0,15.4,17.4,20.0,23.9,30.5
P,IMT_U,135,12.8,14.0,15.5,17.4,20.1,24.0,30.6
P,IMT_U,136,12.9,14.0,15.5,17.5,20.2,24.1,30.8
P,IMT_U,137,12.9,14.1,15.6,17.5,20.2,24.2,30.9
P,IMT_U,138,12.9,14.1,15.6,17.6,20.3,24.3,31.1
P,IMT_U,139,13.0,14.2,15.7,17.7,20.4,24.4,31.2
P,IMT_U,140,13.0,14.2,15.7,17.7,20.5,24.5,31.4
P,IMT_U,141,13.0,14.3,15.8,17.8,20.6,24.7,31.5
P,IMT_U,142,13.1,14.3,15.8,17.9,20.6,24.8,31.6
P,IMT_U,143,13.1,14.3,15.9,17.9,20.7,24.9,31.8
P,IMT_U,144,13.2,14.4,16.0,18.0,20.8,25.0,31.9
P,IMT_U,145,13.2,14.4,16.0,18.1,20.9,25.1,32.0
P,IMT_U,146,13.2,14.5,16.1,18.1,21.0,25.2,32.2
P,IMT_U,147,13.3,14.5,16.1,18.2,21.1,25.3,32.3
P,IMT_U,148,13.3,14.6,16.2,18.3,21.1,25.4,32.4
P,IMT_U,149,13.3,14.6,16.2,18.3,21.2,25.5,32.6
P,IMT_U,150,13.4,14.7,16.3,18.4,21.3,25.6,32.7
P,IMT_U,151,13.4,14.7,16.3,18.5,21.4,25.7,32.8
P,IMT_U,152,13.5,14.8,16.4,18.5,21.5,25.8,33.0
P,IMT_U,153,13.5,14.8,16.4,18.6,21.6,25.9,33.1
P,IMT_U,154,13.5,14.8,16.5,18.7,21.6,26.0,33.2
P,IMT_U,155,13.6,14.9,16.6,18.7,21.7,26.1,33.3
P,IMT_U,156,13.6,14.9,16.6,18.8,21.8,26.2,33.4
P,IMT_U,157,13.6,15.0,16.7,18.9,21.9,26.3,33.6
P,IMT_U,158,13.7,15.0,16.7,18.9,22.0,26.4,33.7
P,IMT_U,159,13.7,15.1,16.8,19.0,22.0,26.5,33.8
P,IMT_U,160,13.8,15.1,16.8,19.1,22.1,26.6,33.9
P,IMT_U,161,13.8,15.2,16.9,19.1,22.2,26.7,34.0
P,IMT_U,162,13.8,15.2,16.9,19.2,22.3,26.8,34.1
P,IMT_U,163,13.9,15.2,17.0,19.3,22.4,26.9,34.2
P,IMT_U,164,13.9,15.3,17.0,19.3,22.4,27.0,34.3
P,IMT_U,165,13.9,15.3,17.1,19.4,22.5,27.1,34.4
P,IMT_U,166,14.0,15.4,17.1,19.4,22.6,27.1,34.5
P,IMT_U,167,14.0,15.4,17.2,19.5,22.7,27.2,34.6
P,IMT_U,168,14.0,15.4,17.2,19.6,22.7,27.3,34.7
P,IMT_U,169,14.1,15.5,17.3,19.6,22.8,27.4,34.7
P,IMT_U,170,14.1,15.5,17.3,19.7,22.9,27.5,34.8
P,IMT_U,171,14.1,15.6,17.4,19.7,22.9,27.6,34.9
P,IMT_U,172,14.1,15.6,17.4,19.8,23.0,27.7,35.0
P,IMT_U,173,14.2,15.6,17.5,19.9,23.1,27.7,35.1
P,IMT_U,174,14.2,15.7,17.5,19.9,23.1,27.8,35.1
P,IMT_U,175,14.2,15.7,17.6,20.0,23.2,27.9,35.2
P,IMT_U,176,14.3,15.7,17.6,20.0,23.3,28.0,35.3
P,IMT_U,177,14.3,15.8,17.6,20.1,23.3,28.0,35.4
P,IMT_U,178,14.3,15.8,17.7,20.1,23.4,28.1,35.4
P,IMT_U,179,14.3,15.8,17.7,20.2,23.5,28.2,35.5
P,IMT_U,180,14.4,15.9,17.8,20.2,23.5,28.2,35.5
P,IMT_U,181,14.4,15.9,17.8,20.3,23.6,28.3,35.6
P,IMT_U,182,14.4,15.9,17.8,20.3,23.6,28.4,35.7
P,IMT_U,183,14.4,16.0,17.9,20.4,23.7,28.4,35.7
P,IMT_U,184,14.5,16.0,17.9,20.4,23.7,28.5,35.8
P,IMT_U,185,14.5,16.0,17.9,20.4,23.8,28.5,35.8
P,IMT_U,186,14.5,16.0,18.0,20.5,23.8,28.6,35.8
P,IMT_U,187,14.5,16.1,18.0,20.5,23.9,28.6,35.9
P,IMT_U,188,14.5,16.1,18.0,20.6,23.9,28.7,35.9
P,IMT_U,189,14.5,16.1,18.1,20.6,24.0,28.7,36.0
P,IMT_U,190,14.6,16.1,18.1,20.6,24.0,28.8,36.0
P,IMT_U,191,14.6,16.2,18.1,20.7,24.1,28.8,36.0
P,IMT_U,192,14.6,16.2,18.2,20.7,24.1,28.9,36.1
P,IMT_U,193,14.6,16.2,18.2,20.7,24.1,28.9,36.1
P,IMT_U,194,14.6,16.2,18.2,20.8,24.2,29.0,36.1
P,IMT_U,195,14.6,16.2,18.2,20.8,24.2,29.0,36.1
P,IMT_U,196,14.6,16.2,18.3,20.8,24.3,29.0,36.2
P,IMT_U,197,14.6,16.3,18.3,20.9,24.3,29.1,36.2
P,IMT_U,198,14.7,16.3,18.3,20.9,24.3,29.1,36.2
P,IMT_U,199,14.7,16.3,18.3,20.9,24.4,29.1,36.2
P,IMT_U,200,14.7,16.3,18.3,20.9,24.4,29.2,36.2
P,IMT_U,201,14.7,16.3,18.4,21.0,24.4,29.2,36.3
P,IMT_U,202,14.7,16.3,18.4,21.0,24.4,29.2,36.3
P,IMT_U,203,14.7,16.3,18.4,21.0,24.5,29.3,36.3
P,IMT_U,204,14.7,16.4,18.4,21.0,24.5,29.3,36.3
P,IMT_U,205,14.7,16.4,18.4,21.1,24.5,29.3,36.3
P,IMT_U,206,14.7,16.4,18.4,21.1,24.6,29.3,36.3
P,IMT_U,207,14.7,16.4,18.5,21.1,24.6,29.4,36.3
P,IMT_U,208,14.7,16.4,18.5,21.1,24.6,29.4,36.3
P,IMT_U,209,14.7,16.4,18.5,21.1,24.6,29.4,36.3
P,IMT_U,210,14.7,16.4,18.5,21.2,24.6,29.4,36.3
P,IMT_U,211,14.7,16.4,18.5,21.2,24.7,29.4,36.3
P,IMT_U,212,14.7,16.4,18.5,21.2,24.7,29.5,36.3
P,IMT_U,213,14.7,16.4,18.5,21.2,24.7,29.5,36.3
P,IMT_U,214,14.7,16.4,18.5,21.2,24.7,29.5,36.3
P,IMT_U,215,14.7,16.4,18.6,21.2,24.8,29.5,36.3
P,IMT_U,216,14.7,16.4,18.6,21.3,24.8,29.5,36.3
P,IMT_U,217,14.7,16.5,18.6,21.3,24.8,29.5,36.3
P,IMT_U,218,14.7,16.5,18.6,21.3,24.8,29.6,36.3
P,IMT_U,219,14.7,16.5,18.6,21.3,24.8,29.6,36.3
P,IMT_U,220,14.7,16.5,18.6,21.3,24.8,29.6,36.3
P,IMT_U,221,14.7,16.5,18.6,21.3,24.9,29.6,36.2
P,IMT_U,222,14.7,16.5,18.6,21.3,24.9,29.6,36.2
P,IMT_U,223,14.7,16.5,18.6,21.4,24.9,29.6,36.2
P,IMT_U,224,14.7,16.5,18.6,21.4,24.9,29.6,36.2
P,IMT_U,225,14.7,16.5,18.7,21.4,24.9,29.6,36.2
P,IMT_U,226,14.7,16.5,18.7,21.4,24.9,29.6,36.2
P,IMT_U,227,14.7,16.5,18.7,21.4,25.0,29.7,36.2
P,IMT_U,228,14.7,16.5,18.7,21.4,25.0,29.7,36.2
